"week","rank","song","artist"
2019-11-02,91,"Don't Call Me Angel (Charlie's Angels)","Ariana Grande, Miley Cyrus & Lana Del Rey"
2019-11-02,92,"Carter Son","YoungBoy Never Broke Again"
2019-11-02,93,"La Cancion","J Balvin & Bad Bunny"
2019-11-02,94,"What If I Never Get Over You","Lady Antebellum"
2019-11-02,95,"I'll Kill You","Summer Walker Featuring Jhene Aiko"
2019-11-02,96,"TOES","DaBaby Featuring Lil Baby & Moneybagg Yo"
2019-11-02,97,"Somebody","Internet Money, Lil Tecca & A Boogie Wit da Hoodie"
2019-11-02,98,"DHL","Frank Ocean"
2019-11-02,99,"Boyfriend","Ariana Grande & Social House"
2019-11-02,100,"Wish Wish","DJ Khaled Featuring Cardi B & 21 Savage"
2019-11-09,1,"Lose You To Love Me","Selena Gomez"
2019-11-09,2,"Someone You Loved","Lewis Capaldi"
2019-11-09,3,"Circles","Post Malone"
2019-11-09,4,"Senorita","Shawn Mendes & Camila Cabello"
2019-11-09,5,"Truth Hurts","Lizzo"
2019-11-09,6,"Good As Hell","Lizzo"
2019-11-09,7,"Follow God","Kanye West"
2019-11-09,8,"No Guidance","Chris Brown Featuring Drake"
2019-11-09,9,"Panini","Lil Nas X"
2019-11-09,10,"Bad Guy","Billie Eilish"
2019-11-09,11,"Memories","Maroon 5"
2019-11-09,12,"10,000 Hours","Dan + Shay & Justin Bieber"
2019-11-09,13,"Ran$om","Lil Tecca"
2019-11-09,14,"HIGHEST IN THE ROOM","Travis Scott"
2019-11-09,15,"Beautiful People","Ed Sheeran Featuring Khalid"
2019-11-09,16,"Trampoline","SHAED"
2019-11-09,17,"Closed On Sunday","Kanye West"
2019-11-09,18,"Bandit","Juice WRLD & YoungBoy Never Broke Again"
2019-11-09,19,"Selah","Kanye West"
2019-11-09,20,"I Don't Care","Ed Sheeran & Justin Bieber"
2019-11-09,21,"Old Town Road","Lil Nas X Featuring Billy Ray Cyrus"
2019-11-09,22,"Only Human","Jonas Brothers"
2019-11-09,23,"On God","Kanye West"
2019-11-09,24,"Goodbyes","Post Malone Featuring Young Thug"
2019-11-09,25,"Talk","Khalid"
2019-11-09,26,"Sucker","Jonas Brothers"
2019-11-09,27,"Look At Her Now.","Selena Gomez"
2019-11-09,28,"One Man Band","Old Dominion"
2019-11-09,29,"On Chill","Wale Featuring Jeremih"
2019-11-09,30,"How Do You Sleep?","Sam Smith"
2019-11-09,31,"Ballin'","Mustard & Roddy Ricch"
2019-11-09,32,"Money In The Grave","Drake Featuring Rick Ross"
2019-11-09,33,"Everything We Need","Kanye West Featuring Ty Dolla $ign & Ant Clemons"
2019-11-09,34,"Playing Games","Summer Walker"
2019-11-09,35,"Hot","Young Thug Featuring Gunna"
2019-11-09,36,"God Is","Kanye West"
2019-11-09,37,"Use This Gospel","Kanye West Featuring Clipse & Kenny G"
2019-11-09,38,"Baby","Lil Baby & DaBaby"
2019-11-09,39,"Suge","DaBaby"
2019-11-09,40,"Even Though I'm Leaving","Luke Combs"
2019-11-09,41,"Dance Monkey","Tones And I"
2019-11-09,42,"Dancing With A Stranger","Sam Smith & Normani"
2019-11-09,43,"Hot Girl Summer","Megan Thee Stallion, Nicki Minaj & Ty Dolla $ign"
2019-11-09,44,"Thriller","Michael Jackson"
2019-11-09,45,"Every Hour","Kanye West Featuring Sunday Service Choir"
2019-11-09,46,"Heat","Chris Brown Featuring Gunna"
2019-11-09,47,"One Thing Right","Marshmello & Kane Brown"
2019-11-09,48,"Lover","Taylor Swift"
2019-11-09,49,"Time","NF"
2019-11-09,50,"Graveyard","Halsey"
2019-11-09,51,"Water","Kanye West Featuring Ant Clemons"
2019-11-09,52,"You Need To Calm Down","Taylor Swift"
2019-11-09,53,"My Type","Saweetie"
2019-11-09,54,"Every Little Thing","Russell Dickerson"
2019-11-09,55,"Camelot","NLE Choppa"
2019-11-09,56,"Prayed For You","Matt Stell"
2019-11-09,57,"Hot Girl Bummer","blackbear"
2019-11-09,58,"Liar","Camila Cabello"
2019-11-09,59,"Take What You Want","Post Malone Featuring Ozzy Osbourne & Travis Scott"
2019-11-09,60,"Hands On","Kanye West Featuring Fred Hammond"
2019-11-09,61,"223's","YNW Melly & 9lokknine"
2019-11-09,62,"Good Vibes","Chris Janson"
2019-11-09,63,"Jesus Is Lord","Kanye West"
2019-11-09,64,"Lonely Child","YoungBoy Never Broke Again"
2019-11-09,65,"Baby Sitter","DaBaby Featuring Offset"
2019-11-09,66,"What Happens In A Small Town","Brantley Gilbert + Lindsay Ell"
2019-11-09,67,"VIBEZ","DaBaby"
2019-11-09,68,"Hate Me","Ellie Goulding & Juice WRLD"
2019-11-09,69,"The Bones","Maren Morris"
2019-11-09,70,"Make No Sense","YoungBoy Never Broke Again"
2019-11-09,71,"BOP","DaBaby"
2019-11-09,72,"We Were","Keith Urban"
2019-11-09,73,"Enemies","Post Malone Featuring DaBaby"
2019-11-09,74,"Love You Too Late","Cole Swindell"
2019-11-09,75,"Start Wit Me","Roddy Ricch & Gunna"
2019-11-09,76,"Self Control","YoungBoy Never Broke Again"
2019-11-09,77,"F.N","Lil Tjay"
2019-11-09,78,"Leave Em Alone","Layton Greene, Lil Baby, City Girls & PnB Rock"
2019-11-09,79,"I Don't Know About You","Chris Lane"
2019-11-09,80,"Cash Shit","Megan Thee Stallion Featuring DaBaby"
2019-11-09,81,"Remember You Young","Thomas Rhett"
2019-11-09,82,"Tip Of My Tongue","Kenny Chesney"
2019-11-09,83,"Hot Shower","Chance The Rapper Featuring MadeinTYO & DaBaby"
2019-11-09,84,"China","Anuel AA, Daddy Yankee, Karol G, Ozuna & J Balvin"
2019-11-09,85,"Heartache Medication","Jon Pardi"
2019-11-09,86,"Nice To Meet Ya","Niall Horan"
2019-11-09,87,"Kinfolks","Sam Hunt"
2019-11-09,88,"Slow Dancing In The Dark","Joji"
2019-11-09,89,"Come Thru","Summer Walker & Usher"
2019-11-09,90,"INTRO","DaBaby"
2019-11-09,91,"Hot Now","YoungBoy Never Broke Again"
2019-11-09,92,"Lalala","Y2K & bbno$"
2019-11-09,93,"What She Wants Tonight","Luke Bryan"
2019-11-09,94,"What If I Never Get Over You","Lady Antebellum"
2019-11-09,95,"Lights Up","Harry Styles"
2019-11-09,96,"Living","Dierks Bentley"
2019-11-09,97,"La Cancion","J Balvin & Bad Bunny"
2019-11-09,98,"Don't Call Me Angel (Charlie's Angels)","Ariana Grande, Miley Cyrus & Lana Del Rey"
2019-11-09,99,"Higher Love","Kygo X Whitney Houston"
2019-11-09,100,"Somebody","Internet Money, Lil Tecca & A Boogie Wit da Hoodie"
2019-11-16,1,"Someone You Loved","Lewis Capaldi"
2019-11-16,2,"Circles","Post Malone"
2019-11-16,3,"Senorita","Shawn Mendes & Camila Cabello"
2019-11-16,4,"Truth Hurts","Lizzo"
2019-11-16,5,"Lose You To Love Me","Selena Gomez"
2019-11-16,6,"Good As Hell","Lizzo"
2019-11-16,7,"No Guidance","Chris Brown Featuring Drake"
2019-11-16,8,"Panini","Lil Nas X"
2019-11-16,9,"Memories","Maroon 5"
2019-11-16,10,"10,000 Hours","Dan + Shay & Justin Bieber"
2019-11-16,11,"Hot","Young Thug Featuring Gunna"
2019-11-16,12,"Bad Guy","Billie Eilish"
2019-11-16,13,"Ran$om","Lil Tecca"
2019-11-16,14,"HIGHEST IN THE ROOM","Travis Scott"
2019-11-16,15,"Beautiful People","Ed Sheeran Featuring Khalid"
2019-11-16,16,"Trampoline","SHAED"
2019-11-16,17,"Bandit","Juice WRLD & YoungBoy Never Broke Again"
2019-11-16,18,"Old Town Road","Lil Nas X Featuring Billy Ray Cyrus"
2019-11-16,19,"Only Human","Jonas Brothers"
2019-11-16,20,"I Don't Care","Ed Sheeran & Justin Bieber"
2019-11-16,21,"Goodbyes","Post Malone Featuring Young Thug"
2019-11-16,22,"On Chill","Wale Featuring Jeremih"
2019-11-16,23,"Dance Monkey","Tones And I"
2019-11-16,24,"Talk","Khalid"
2019-11-16,25,"Sucker","Jonas Brothers"
2019-11-16,26,"Ballin'","Mustard & Roddy Ricch"
2019-11-16,27,"How Do You Sleep?","Sam Smith"
2019-11-16,28,"One Man Band","Old Dominion"
2019-11-16,29,"Playing Games","Summer Walker"
2019-11-16,30,"Don't Start Now","Dua Lipa"
2019-11-16,31,"Baby","Lil Baby & DaBaby"
2019-11-16,32,"Money In The Grave","Drake Featuring Rick Ross"
2019-11-16,33,"Even Though I'm Leaving","Luke Combs"
2019-11-16,34,"Roxanne","Arizona Zervas"
2019-11-16,35,"223's","YNW Melly & 9lokknine"
2019-11-16,36,"Dancing With A Stranger","Sam Smith & Normani"
2019-11-16,37,"Follow God","Kanye West"
2019-11-16,38,"Suge","DaBaby"
2019-11-16,39,"Heat","Chris Brown Featuring Gunna"
2019-11-16,40,"One Thing Right","Marshmello & Kane Brown"
2019-11-16,41,"Time","NF"
2019-11-16,42,"Graveyard","Halsey"
2019-11-16,43,"Lover","Taylor Swift"
2019-11-16,44,"Hot Girl Summer","Megan Thee Stallion, Nicki Minaj & Ty Dolla $ign"
2019-11-16,45,"Hot Girl Bummer","blackbear"
2019-11-16,46,"You Need To Calm Down","Taylor Swift"
2019-11-16,47,"My Type","Saweetie"
2019-11-16,48,"Camelot","NLE Choppa"
2019-11-16,49,"Prayed For You","Matt Stell"
2019-11-16,50,"Every Little Thing","Russell Dickerson"
2019-11-16,51,"Take What You Want","Post Malone Featuring Ozzy Osbourne & Travis Scott"
2019-11-16,52,"Liar","Camila Cabello"
2019-11-16,53,"What Happens In A Small Town","Brantley Gilbert + Lindsay Ell"
2019-11-16,54,"The Bones","Maren Morris"
2019-11-16,55,"Immortal","21 Savage"
2019-11-16,56,"Hate Me","Ellie Goulding & Juice WRLD"
2019-11-16,57,"Good Vibes","Chris Janson"
2019-11-16,58,"Lonely Child","YoungBoy Never Broke Again"
2019-11-16,59,"Make No Sense","YoungBoy Never Broke Again"
2019-11-16,60,"VIBEZ","DaBaby"
2019-11-16,61,"Baby Sitter","DaBaby Featuring Offset"
2019-11-16,62,"Look At Her Now.","Selena Gomez"
2019-11-16,63,"Enemies","Post Malone Featuring DaBaby"
2019-11-16,64,"Leave Em Alone","Layton Greene, Lil Baby, City Girls & PnB Rock"
2019-11-16,65,"BOP","DaBaby"
2019-11-16,66,"Hot Shower","Chance The Rapper Featuring MadeinTYO & DaBaby"
2019-11-16,67,"Juicy","Doja Cat & Tyga"
2019-11-16,68,"Remember You Young","Thomas Rhett"
2019-11-16,69,"Slow Dancing In The Dark","Joji"
2019-11-16,70,"It All Comes Out In The Wash","Miranda Lambert"
2019-11-16,71,"We Were","Keith Urban"
2019-11-16,72,"Kinfolks","Sam Hunt"
2019-11-16,73,"Tip Of My Tongue","Kenny Chesney"
2019-11-16,74,"Self Control","YoungBoy Never Broke Again"
2019-11-16,75,"Heartache Medication","Jon Pardi"
2019-11-16,76,"I Don't Know About You","Chris Lane"
2019-11-16,77,"What If I Never Get Over You","Lady Antebellum"
2019-11-16,78,"Nice To Meet Ya","Niall Horan"
2019-11-16,79,"Love Me More","Trippie Redd"
2019-11-16,80,"Cash Shit","Megan Thee Stallion Featuring DaBaby"
2019-11-16,81,"F.N","Lil Tjay"
2019-11-16,82,"Start Wit Me","Roddy Ricch & Gunna"
2019-11-16,83,"Hot Now","YoungBoy Never Broke Again"
2019-11-16,84,"Closed On Sunday","Kanye West"
2019-11-16,85,"In My Room","Frank Ocean"
2019-11-16,86,"Love You Too Late","Cole Swindell"
2019-11-16,87,"Stuck In A Dream","Lil Mosey x Gunna"
2019-11-16,88,"Ridin' Roads","Dustin Lynch"
2019-11-16,89,"All The Good Girls Go To Hell","Billie Eilish"
2019-11-16,90,"For My Daughter","Kane Brown"
2019-11-16,91,"Easy","DaniLeigh Featuring Chris Brown"
